년월일,총량(kw),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10)
2016-09-11,595.44,21.1,28.3,0.0,2.7,74.6,12.6,13.4,6.5
2016-09-12,126.72,20.4,23.4,24.7,2.8,90.4,12.5,3.42,9.1
2016-09-13,702.96,19.7,27.4,,2.5,75.8,12.5,16.61,2.8
2016-09-14,756.48,20.2,28.2,,2.3,76.5,12.4,16.18,6.5
2016-09-15,718.32,21.1,27.7,,1.8,78.5,12.4,16.52,8.1
2016-09-16,221.52,22.3,26.0,0.0,1.3,80.9,12.4,5.71,9.9
2016-09-17,3.6,18.9,23.3,119.4,3.4,95.5,12.3,0.27,10.0
2016-09-18,255.6,20.6,23.1,7.8,3.7,85.3,12.3,6.09,9.5
2016-09-19,222.0,19.6,21.8,0.0,4.5,77.4,12.3,4.57,8.0
2016-09-20,989.52,18.3,25.1,,4.4,55.5,12.2,20.19,2.9
2016-09-21,730.32,17.7,25.6,,3.1,60.6,12.2,17.03,5.5
2016-09-22,362.64,19.2,24.6,0.2,3.0,75.6,12.2,8.87,5.9
2016-09-23,894.72,18.3,26.3,,2.7,74.3,12.1,19.77,2.4
2016-09-24,944.4,19.3,26.8,,2.8,69.9,12.1,19.79,3.5
2016-09-25,640.32,19.3,27.6,,2.1,69.8,12.0,14.33,7.5
2016-09-26,316.08,22.1,27.3,0.0,2.0,76.4,12.0,7.76,9.0
2016-09-27,555.6,22.7,29.7,3.7,1.4,84.4,12.0,13.02,7.8
2016-09-28,37.68,20.9,25.1,61.8,1.5,97.5,11.9,1.53,10.0
2016-09-29,175.2,18.3,20.9,2.3,3.5,86.5,11.9,3.94,9.8
2016-09-30,121.92,17.1,19.1,30.2,2.6,91.4,11.9,3.31,9.9
2016-10-01,157.68,18.0,22.0,1.4,2.1,91.0,11.8,4.03,9.5
2016-10-02,728.4,19.9,27.4,0.0,1.7,84.4,11.8,15.03,8.3
2016-10-03,540.48,22.4,28.3,,3.2,86.1,11.8,11.87,7.0
2016-10-04,767.04,21.4,27.5,0.1,3.5,74.5,11.7,15.28,7.0
2016-10-05,25.92,20.0,26.4,95.0,4.2,84.6,11.7,11.76,6.0
2016-10-06,916.08,19.1,26.4,,2.1,74.3,11.6,17.9,1.9
2016-10-07,422.4,18.7,23.8,0.2,3.3,71.5,11.6,9.25,8.4
2016-10-08,185.76,16.1,22.6,39.3,2.2,93.3,11.6,4.89,8.6
2016-10-09,973.2,13.1,22.0,,3.1,58.3,11.5,18.5,1.0
2016-10-10,579.84,14.5,21.6,,2.9,65.0,11.5,11.64,7.0
2016-10-11,245.76,15.5,19.8,,2.3,68.9,11.5,6.0,8.1
2016-10-12,737.28,15.0,23.6,,2.3,60.3,11.4,15.39,6.6
2016-10-13,253.92,16.7,21.5,,1.6,70.1,11.4,6.81,8.4
2016-10-14,861.12,14.9,24.0,,1.6,67.3,11.4,16.59,1.4
2016-10-15,707.04,16.2,23.5,,2.7,67.8,11.3,14.19,4.9
2016-10-16,51.36,17.5,18.9,38.7,1.4,92.1,11.3,1.51,9.4
2016-10-17,809.76,17.0,25.9,0.1,2.0,83.8,11.2,16.78,3.6
2016-10-18,504.24,16.7,24.5,,2.5,72.5,11.2,11.03,4.8
2016-10-19,626.16,17.0,24.0,,2.3,74.6,11.2,12.54,4.4
2016-10-20,440.88,16.2,24.2,,3.0,68.0,11.2,9.29,8.0
2016-10-21,96.96,16.4,18.4,0.0,3.7,70.4,11.1,2.51,8.9
2016-10-22,399.36,15.8,22.3,0.0,2.8,70.6,11.1,8.53,9.1
2016-10-23,294.72,14.1,19.0,0.0,4.5,69.9,11.0,7.57,8.8
2016-10-24,817.2,13.8,21.2,,3.1,61.5,11.0,14.9,4.8
2016-10-25,251.76,15.0,21.7,1.8,3.1,78.9,11.0,5.75,5.5
2016-10-26,559.2,15.2,22.8,0.0,1.6,66.5,11.0,10.84,5.6
2016-10-27,242.16,15.5,20.0,,3.6,66.4,10.9,5.42,7.0
2016-10-28,83.52,15.1,17.3,5.8,3.2,89.8,10.9,1.97,8.6
2016-10-29,396.96,12.6,17.4,,2.9,70.6,10.9,8.53,5.9
2016-10-30,728.4,9.8,19.0,,2.6,56.8,10.8,13.15,3.5
2016-10-31,156.96,10.7,15.1,0.0,2.5,60.1,10.8,3.93,8.5
2016-11-01,916.32,5.5,13.4,,3.6,44.6,10.8,15.8,0.5
2016-11-02,906.0,3.1,14.1,,3.7,35.9,10.7,15.82,0.0
2016-11-03,660.72,5.9,17.5,,1.8,58.0,10.7,12.81,2.0
2016-11-04,771.84,10.1,19.0,,3.9,56.0,10.7,13.96,0.0
2016-11-05,752.88,12.3,20.5,,4.4,70.0,10.6,13.8,0.0
2016-11-06,425.52,12.9,16.6,0.3,3.2,79.0,10.6,4.44,7.5
2016-11-07,203.52,12.6,18.5,0.1,2.1,68.9,10.6,5.39,8.3
2016-11-08,300.96,8.2,15.9,0.7,3.2,54.6,10.5,5.93,5.5
2016-11-09,687.36,3.8,15.8,,3.4,54.3,10.5,12.96,2.8
2016-11-10,90.24,9.7,14.3,6.7,3.2,74.3,10.5,2.38,8.9
2016-11-11,718.56,8.2,17.8,,3.2,60.6,10.4,11.89,1.0
2016-11-12,693.12,8.8,20.3,,2.3,62.1,10.4,12.03,2.5
2016-11-13,131.04,12.9,18.0,0.2,1.0,79.1,10.4,3.06,8.1
2016-11-14,135.84,15.7,19.5,7.6,1.8,88.5,10.4,3.57,9.4
2016-11-15,685.68,11.6,19.9,,2.6,57.0,10.3,12.24,2.4
2016-11-16,598.08,9.5,19.0,,2.2,44.3,10.3,11.16,2.1
2016-11-17,567.12,9.2,18.6,,1.7,53.6,10.3,10.58,1.6
2016-11-18,402.96,11.4,20.8,29.1,1.7,80.5,10.3,7.96,6.1
2016-11-19,330.0,13.4,20.4,0.7,2.4,88.4,10.2,7.29,6.0
2016-11-20,415.44,14.0,19.4,,2.4,71.3,10.2,8.1,3.5
2016-11-21,269.04,13.0,18.8,0.0,2.6,70.8,10.2,5.14,6.9
2016-11-22,259.44,6.2,15.5,,3.1,59.6,10.2,5.8,5.4
2016-11-23,560.88,5.0,14.5,,3.6,49.0,10.1,8.52,6.3
2016-11-24,770.64,0.1,9.5,,4.3,26.8,10.1,13.27,0.0
2016-11-25,705.12,0.9,11.7,,3.2,38.8,10.1,12.13,1.3
2016-11-26,136.8,2.8,10.3,1.5,2.3,60.9,10.1,3.42,7.4
2016-11-27,292.8,5.1,10.8,0.3,2.4,65.6,10.1,6.2,6.3
2016-11-28,655.44,4.1,11.9,,2.6,47.4,10.0,11.35,0.3
2016-11-29,661.92,3.1,14.8,,3.0,44.0,10.0,11.6,2.3
2016-11-30,190.56,9.1,14.8,9.4,2.2,88.8,10.0,4.08,8.5
2016-12-01,487.2,4.4,13.8,,3.9,53.8,10.0,8.97,2.6
2016-12-02,719.76,3.1,12.1,,3.4,27.4,10.0,12.4,0.0
2016-12-03,574.8,4.5,16.8,,1.8,39.9,10.0,10.41,2.9
2016-12-04,172.32,8.3,13.1,,2.7,53.9,9.9,4.27,5.9
2016-12-05,520.32,7.5,16.3,,3.9,61.4,9.9,9.62,0.8
2016-12-06,694.8,3.7,10.5,,3.7,30.8,9.9,12.15,0.0
2016-12-07,454.32,0.9,11.5,,3.2,46.1,9.9,8.43,1.5
2016-12-08,528.0,3.8,12.8,,3.1,57.1,9.9,9.91,2.9
2016-12-09,520.08,4.7,13.7,,3.5,44.6,9.9,9.62,1.3
2016-12-10,653.76,1.5,11.4,,3.3,29.1,9.9,11.49,0.6
2016-12-11,637.92,0.7,12.6,,1.8,35.3,9.8,11.39,0.8
2016-12-12,291.84,5.7,15.2,,0.8,63.6,9.8,6.24,6.8
2016-12-13,96.24,8.5,11.6,,1.4,64.5,9.8,2.86,8.6
2016-12-14,266.88,2.3,11.0,,3.9,64.4,9.8,6.01,5.1
2016-12-15,630.24,-1.0,7.0,,3.8,45.3,9.8,10.98,0.3
2016-12-16,668.64,-3.2,6.4,,4.4,28.1,9.8,11.67,0.0
2016-12-17,622.32,-0.7,11.4,,2.4,48.9,9.8,11.07,0.0
2016-12-18,517.2,3.7,13.5,,3.5,56.5,9.8,9.72,4.0
2016-12-19,102.72,7.7,13.0,17.1,1.0,90.4,9.8,2.35,9.6
2016-12-20,541.44,9.8,17.1,1.1,2.5,80.0,9.8,9.89,2.8
2016-12-21,209.76,10.2,16.9,21.2,2.6,84.6,9.8,3.83,9.1
2016-12-22,87.84,7.0,17.6,39.6,7.4,76.9,9.8,2.88,7.6
2016-12-23,511.92,1.5,8.0,,5.5,52.0,9.8,10.84,1.6
2016-12-24,527.76,-0.2,10.1,,2.9,58.3,9.8,9.43,4.4
2016-12-25,531.6,3.5,14.8,,1.2,64.9,9.8,9.55,5.8
2016-12-26,29.28,6.4,10.0,22.2,1.6,87.4,9.8,1.11,10.0
2016-12-27,579.12,-0.2,8.4,2.6,4.2,56.4,9.8,10.38,3.1
2016-12-28,635.52,-2.3,10.5,,3.0,50.0,9.8,11.33,1.4
2016-12-29,648.0,-0.8,7.8,,2.7,36.5,9.8,11.37,1.4
2016-12-30,676.8,-2.0,8.6,,3.1,28.4,9.8,11.96,1.0
2016-12-31,552.24,0.0,10.6,,2.7,53.5,9.8,9.76,2.3
2017-01-01,589.44,2.2,12.6,,2.6,58.0,9.9,10.63,1.9
2017-01-02,570.24,5.3,15.1,,2.7,55.4,9.9,10.12,2.3
2017-01-03,620.64,3.8,14.2,,2.6,46.0,9.9,11.13,0.0
2017-01-04,475.44,4.7,12.9,,2.3,44.4,9.9,8.79,4.6
2017-01-05,311.76,6.0,12.7,0.7,3.5,71.0,9.9,5.33,8.0
2017-01-06,493.2,5.1,12.8,,2.9,58.9,9.9,9.2,3.9
2017-01-07,314.64,4.3,12.8,0.0,2.1,65.9,9.9,6.57,6.3
2017-01-08,234.24,7.4,12.9,4.6,2.9,76.1,9.9,4.85,8.0
2017-01-09,614.16,4.1,11.3,,3.0,52.3,10.0,9.34,1.4
2017-01-10,707.28,0.8,7.7,,3.1,43.9,10.0,11.83,0.0
2017-01-11,666.48,-2.3,4.9,,2.7,33.1,10.0,11.31,2.1
2017-01-12,550.56,-0.5,8.7,,5.1,46.1,10.0,9.43,3.8
2017-01-13,543.84,-1.9,6.7,0.0,4.7,39.4,10.0,10.09,2.0
2017-01-14,773.76,-6.0,2.5,,4.4,34.8,10.0,12.72,0.0
2017-01-15,770.88,-7.7,5.6,,4.4,25.5,10.1,12.91,0.0
2017-01-16,745.92,-3.5,8.3,,3.4,31.5,10.1,12.5,0.4
2017-01-17,473.28,-0.3,9.8,,1.1,44.3,10.1,8.79,4.0
2017-01-18,390.24,1.7,9.2,,3.2,42.1,10.1,8.14,5.9
2017-01-19,503.52,0.2,10.5,,2.5,52.0,10.2,8.78,2.4
2017-01-20,531.36,-2.1,5.9,0.0,4.7,45.8,10.2,10.92,2.3
2017-01-21,570.24,-3.9,4.2,,4.0,43.9,10.2,10.66,2.8
2017-01-22,755.28,-4.1,5.1,,4.3,42.5,10.2,12.51,1.1
2017-01-23,801.6,-6.3,2.9,,3.0,34.4,10.2,13.18,0.0
2017-01-24,817.44,-5.3,4.4,,4.1,29.3,10.3,13.62,0.0
2017-01-25,813.36,-3.7,8.2,,3.3,26.3,10.3,13.81,0.0
2017-01-26,786.24,-1.7,9.2,,4.9,32.1,10.3,13.59,0.9
2017-01-27,631.2,2.6,12.3,,5.1,36.9,10.3,10.86,4.4
2017-01-28,781.92,0.5,12.1,,2.2,36.4,10.4,13.38,2.9
2017-01-29,31.68,6.6,9.3,5.9,1.6,82.1,10.4,0.99,10.0
2017-01-30,811.44,-1.4,8.2,0.8,4.7,50.4,10.4,12.27,1.9
2017-01-31,679.92,-2.2,9.0,,2.2,51.1,10.5,11.75,1.4
2017-02-01,582.24,-0.6,8.5,,3.2,31.4,10.5,9.62,2.9
2017-02-02,771.6,-2.5,10.1,,2.8,23.0,10.5,15.21,0.0
2017-02-03,848.88,0.2,12.5,,3.6,32.9,10.5,14.33,1.8
2017-02-04,653.04,5.3,15.1,0.2,3.1,34.8,10.6,12.19,7.1
2017-02-05,318.72,4.3,12.0,4.9,3.5,77.6,10.6,6.83,6.9
2017-02-06,901.44,1.3,8.8,,4.0,37.4,10.6,15.03,0.1
2017-02-07,383.76,-0.3,10.1,,1.9,43.6,10.7,10.98,5.8
2017-02-08,313.68,2.6,9.8,0.0,2.3,46.6,10.7,6.93,9.5
2017-02-09,912.24,-2.9,5.7,0.0,4.2,37.0,10.7,15.36,3.3
2017-02-10,952.8,-4.7,3.1,,4.6,36.1,10.8,16.07,0.0
2017-02-11,965.76,-5.7,5.9,,3.1,39.8,10.8,16.18,0.0
2017-02-12,985.44,-2.5,8.3,,3.5,38.0,10.8,16.83,0.0
2017-02-13,835.68,-0.9,11.0,0.0,2.9,35.8,10.9,14.84,2.4
2017-02-14,908.88,1.9,10.8,0.0,2.2,46.0,10.9,15.77,1.6
2017-02-15,901.92,2.7,12.8,,3.8,36.4,10.9,16.2,0.0
2017-02-16,665.52,6.5,15.9,1.4,5.9,61.0,11.0,13.38,6.6
2017-02-17,717.84,5.3,17.7,2.4,5.4,50.9,11.0,13.57,4.4
2017-02-18,1012.32,1.3,8.7,,3.2,22.6,11.0,17.52,2.3
2017-02-19,865.68,-1.0,13.0,,4.9,46.5,11.1,15.99,4.9
2017-02-20,645.12,0.5,14.3,1.4,5.5,48.9,11.1,12.55,4.4
2017-02-21,706.56,-1.0,9.7,,3.3,51.4,11.1,15.65,4.1
2017-02-22,50.64,6.1,10.5,23.2,2.5,82.4,11.2,1.42,9.9
2017-02-23,945.36,0.8,10.3,,3.4,50.9,11.2,16.85,4.4
2017-02-24,1042.08,-1.6,8.5,,4.1,32.5,11.3,18.43,1.0
2017-02-25,959.28,0.4,12.3,,2.9,43.1,11.3,17.53,0.3
2017-02-26,767.28,2.4,10.3,,2.6,46.0,11.3,14.67,4.9
2017-02-27,715.92,4.2,12.2,0.3,2.7,63.8,11.4,12.6,5.6
2017-02-28,963.36,4.3,13.6,,2.6,51.4,11.4,17.68,1.5
2017-03-01,744.24,6.2,13.8,13.2,3.0,52.4,11.4,14.62,6.3
2017-03-02,843.6,2.6,11.4,1.6,3.0,61.0,11.5,15.99,3.9
2017-03-03,1038.0,0.5,12.4,,3.3,41.0,11.5,18.89,2.9
2017-03-04,973.92,5.5,14.5,,3.4,47.1,11.5,18.54,2.6
2017-03-05,553.2,7.1,15.5,,2.8,50.9,11.6,11.67,6.0
2017-03-06,1061.52,1.7,11.4,,3.1,31.6,11.6,19.39,2.6
2017-03-07,1047.12,-1.1,9.8,,3.0,34.0,11.7,19.89,0.5
2017-03-08,1033.92,-2.3,9.5,,4.7,39.6,11.7,18.96,0.4
2017-03-09,1051.44,1.9,11.8,,5.5,37.9,11.7,19.79,0.4
2017-03-10,1056.48,3.3,15.4,,3.5,36.0,11.8,20.17,0.0
2017-03-11,979.68,6.4,15.7,,2.5,33.8,11.8,18.31,2.9
2017-03-12,903.84,6.3,16.6,,3.0,48.9,11.8,16.79,5.1
2017-03-13,833.28,8.4,15.7,,3.0,50.0,11.9,16.37,6.0
2017-03-14,728.88,5.2,14.8,0.0,2.6,62.8,11.9,11.6,6.3
2017-03-15,970.56,3.4,14.0,,3.3,52.8,11.9,19.7,0.5
2017-03-16,715.44,5.2,12.8,,3.0,55.9,12.0,14.23,6.4
2017-03-17,972.48,6.6,15.4,,2.5,43.3,12.0,19.27,1.3
2017-03-18,501.36,8.4,16.9,,2.8,42.1,12.1,11.15,4.1
2017-03-19,943.2,9.0,17.2,,3.2,48.1,12.1,19.11,1.5
2017-03-20,289.2,8.1,14.5,6.3,2.6,73.6,12.1,6.64,7.4
2017-03-21,855.6,6.1,16.8,2.5,3.7,71.0,12.2,16.79,5.1
2017-03-22,755.76,4.5,14.2,,2.8,52.1,12.2,15.83,6.1
2017-03-23,627.6,9.0,15.3,,2.5,46.9,12.2,13.44,8.4
2017-03-24,631.92,7.8,12.9,,3.0,54.5,12.3,12.52,9.0
2017-03-25,463.2,5.9,12.8,3.3,3.7,68.8,12.3,12.66,8.6
2017-03-26,286.32,4.5,10.6,3.9,2.1,83.0,12.3,6.49,9.6
2017-03-27,824.16,3.9,13.1,2.8,2.9,66.1,12.4,16.7,1.9
2017-03-28,993.6,3.7,14.7,,3.2,47.9,12.4,20.66,4.5
2017-03-29,143.52,6.2,11.6,2.1,1.1,81.8,12.5,4.06,9.5
2017-03-30,1050.72,7.7,18.1,,2.8,60.0,12.5,22.0,3.8
2017-03-31,266.88,8.6,11.4,0.0,3.3,68.9,12.5,4.54,9.8
2017-04-01,372.48,6.7,12.3,3.0,2.3,75.8,12.6,9.02,8.8
2017-04-02,993.36,5.0,15.2,,3.1,65.5,12.6,20.33,2.0
2017-04-03,1117.44,6.9,22.5,,3.3,34.3,12.7,23.71,0.0
2017-04-04,1056.0,11.8,21.5,,3.8,37.4,12.7,23.14,3.3
2017-04-05,114.96,12.4,15.3,10.6,4.2,80.3,12.7,2.99,9.9
2017-04-06,27.6,13.7,15.7,26.6,6.0,96.3,12.8,1.26,9.5
2017-04-07,1045.68,12.5,21.3,,2.4,69.1,12.8,22.61,4.4
2017-04-08,1003.2,11.6,20.2,,1.8,69.4,12.8,22.24,3.0
2017-04-09,901.92,11.3,17.7,,3.7,62.6,12.9,16.76,6.5
2017-04-10,665.04,10.5,16.7,0.0,4.5,65.1,12.9,14.9,8.6
2017-04-11,445.92,9.7,18.2,15.5,2.5,76.4,12.9,11.22,6.5
2017-04-12,1059.84,11.5,17.7,,3.8,48.1,13.0,24.0,4.5
2017-04-13,1030.08,8.9,19.5,,4.0,42.5,13.0,22.85,0.0
2017-04-14,923.52,11.8,19.3,,7.6,64.1,13.0,20.37,3.5
2017-04-15,947.76,14.9,21.6,0.0,4.9,69.8,13.1,22.06,4.1
2017-04-16,1009.44,13.6,21.0,,2.6,84.0,13.1,22.54,4.4
2017-04-17,16.32,13.1,17.8,37.7,3.3,95.5,13.1,0.95,9.0
2017-04-18,971.28,11.6,19.1,,4.8,69.1,13.2,21.51,2.5
2017-04-19,1110.0,10.6,18.5,,4.9,42.1,13.2,24.83,2.0
2017-04-20,647.04,13.8,18.2,0.0,2.7,53.5,13.2,14.13,9.6
2017-04-21,902.88,12.2,20.9,,2.9,56.6,13.3,21.23,7.5
2017-04-22,1038.48,10.9,17.5,0.0,2.8,63.4,13.3,22.92,1.3
2017-04-23,1101.12,9.9,17.9,,2.8,66.4,13.4,25.57,0.0
2017-04-24,1118.4,10.9,20.5,,3.2,58.3,13.4,26.38,1.3
2017-04-25,461.04,14.9,19.7,2.3,4.8,81.8,13.4,11.36,9.4
2017-04-26,337.92,11.8,17.8,9.4,2.3,87.1,13.4,7.21,8.8
2017-04-27,1020.96,10.7,20.1,,4.1,42.0,13.5,23.57,4.6
2017-04-28,1099.68,10.9,19.3,,4.6,46.1,13.5,24.93,1.3
2017-04-29,1088.4,13.5,22.7,,4.4,47.8,13.6,25.46,0.0
2017-04-30,1004.16,14.9,23.2,,5.3,55.6,13.6,23.3,0.0
2017-05-01,1084.08,14.2,22.9,,3.4,47.5,13.6,25.96,1.3
2017-05-02,918.0,13.0,19.9,,3.0,47.3,13.6,21.52,6.8
2017-05-03,1120.8,12.8,23.3,,1.9,62.3,13.7,26.87,2.5
2017-05-04,996.96,14.9,22.5,0.1,2.2,75.3,13.7,24.37,5.0
2017-05-05,471.36,17.0,23.6,6.6,2.7,86.0,13.7,12.36,9.4
2017-05-06,960.72,17.1,25.0,,3.5,43.3,13.8,22.47,5.1
2017-05-07,1074.24,13.9,26.6,,5.0,38.4,13.8,25.96,1.1
2017-05-08,791.52,17.0,25.8,,3.5,45.9,13.8,18.26,7.5
2017-05-09,68.4,13.8,20.3,20.6,2.8,82.9,13.9,2.4,10.0
2017-05-10,734.64,14.4,22.2,0.1,3.7,77.3,13.9,15.56,5.1
2017-05-11,817.92,15.5,23.9,,4.6,78.8,13.9,20.73,7.5
2017-05-12,96.0,15.7,18.4,11.8,2.8,90.4,13.9,2.57,10.0
2017-05-13,1004.64,14.3,20.9,,4.0,74.9,14.0,23.21,2.8
2017-05-14,1132.32,14.2,23.2,,3.9,40.8,14.0,27.07,3.0
2017-05-15,889.92,13.5,21.0,,3.7,42.9,14.0,20.66,6.8
2017-05-16,1030.08,14.5,21.4,,2.8,59.8,14.0,23.6,5.6
2017-05-17,982.32,15.2,21.6,0.0,1.9,73.4,14.1,21.39,3.8
2017-05-18,1070.88,14.7,25.9,,2.7,66.9,14.1,26.21,0.0
2017-05-19,1080.96,16.5,27.9,,3.7,45.6,14.1,27.06,0.0
2017-05-20,994.8,18.1,26.3,,4.1,44.9,14.1,24.86,5.1
2017-05-21,946.8,17.0,25.8,,3.6,56.5,14.2,23.59,6.1
2017-05-22,1067.28,16.0,25.8,,2.4,66.1,14.2,26.91,1.5
2017-05-23,789.6,15.1,24.1,,2.9,74.8,14.2,18.9,7.9
2017-05-24,771.12,17.7,23.1,,2.5,79.6,14.2,19.82,7.8
2017-05-25,1036.8,16.3,28.2,,3.9,65.4,14.2,26.74,1.5
2017-05-26,1027.2,13.2,21.1,,3.2,61.5,14.3,25.38,0.9
2017-05-27,1089.36,13.5,22.7,,3.4,66.5,14.3,27.63,0.0
2017-05-28,972.48,15.7,24.1,,4.0,55.0,14.3,25.13,0.9
2017-05-29,996.96,17.8,26.1,,3.8,62.8,14.3,26.09,2.9
2017-05-30,832.32,17.6,25.9,,2.6,66.0,14.3,21.84,6.6
2017-05-31,668.4,17.3,25.4,,3.9,77.5,14.4,17.06,7.9
2017-06-01,785.52,18.3,24.8,,3.4,78.5,14.4,23.7,3.9
2017-06-02,1019.28,15.4,22.5,,2.9,70.8,14.4,26.81,1.1
2017-06-03,997.2,16.2,25.4,0.0,2.9,59.6,14.4,26.41,4.6
2017-06-04,1019.04,15.8,25.2,,2.3,50.1,14.4,26.71,1.4
2017-06-05,1001.28,17.0,23.5,,2.8,54.6,14.4,26.26,5.1
2017-06-06,391.2,16.8,21.7,0.5,2.5,71.9,14.4,9.39,9.6
2017-06-07,445.2,17.4,22.9,18.3,4.3,85.0,14.4,9.85,8.8
2017-06-08,1116.72,16.5,27.1,,3.2,64.1,14.5,28.12,2.3
2017-06-09,1019.76,18.1,27.3,,4.3,57.3,14.5,26.57,1.8
2017-06-10,913.68,19.3,24.2,,4.0,57.4,14.5,20.89,8.1
2017-06-11,1013.76,17.8,24.3,0.0,3.1,52.9,14.5,25.33,6.5
2017-06-12,850.08,16.5,22.4,,3.4,63.3,14.5,20.08,7.8
2017-06-13,1005.6,15.9,21.2,0.0,2.5,69.5,14.5,23.87,6.6
2017-06-14,1060.32,16.9,24.1,,3.7,64.6,14.5,27.0,1.1
2017-06-15,1028.88,19.2,30.4,,3.0,56.5,14.5,26.35,0.0
2017-06-16,1073.76,18.2,24.5,,3.1,69.1,14.5,27.07,1.5
2017-06-17,994.56,17.4,23.3,,2.9,73.6,14.5,25.22,0.3
2017-06-18,1003.2,17.9,24.7,,2.5,71.1,14.5,25.98,0.5
2017-06-19,993.6,19.0,26.0,,3.8,72.5,14.5,25.19,4.4
2017-06-20,290.64,18.4,24.9,9.4,2.5,80.5,14.5,7.41,9.3
2017-06-21,972.24,18.6,26.5,,3.1,77.5,14.5,23.92,6.4
2017-06-22,979.68,19.2,27.4,,2.9,79.5,14.5,24.46,3.9
2017-06-23,958.32,20.3,28.3,,2.4,68.4,14.5,23.26,4.5
2017-06-24,591.36,20.4,26.5,0.1,1.8,74.5,14.5,14.49,7.8
2017-06-25,578.64,21.4,25.3,,1.9,80.1,14.5,15.08,8.8
2017-06-26,520.08,21.3,25.1,0.0,2.2,80.0,14.5,11.31,9.1
2017-06-27,630.24,20.7,25.8,,2.5,74.8,14.5,16.16,8.6
2017-06-28,925.2,20.6,27.8,,2.5,78.0,14.5,23.05,4.9
2017-06-29,254.64,20.7,23.9,21.1,1.8,85.6,14.5,6.51,9.5
2017-06-30,632.64,20.9,27.6,0.4,3.4,84.8,14.5,20.26,8.4
2017-07-01,616.56,23.1,28.4,,5.4,82.6,14.5,18.51,8.8
2017-07-02,382.56,23.2,26.6,2.3,5.4,90.4,14.5,10.54,8.8
2017-07-03,404.4,23.9,27.4,0.0,6.0,84.1,14.5,8.18,9.6
2017-07-04,507.6,21.9,27.9,122.6,3.0,92.5,14.5,13.87,9.0
2017-07-05,655.92,21.2,26.4,18.1,1.7,86.6,14.5,17.56,7.8
2017-07-06,399.12,21.9,27.0,1.5,2.6,89.6,14.4,11.07,9.1
2017-07-07,291.36,22.2,26.5,1.5,4.8,90.9,14.4,8.99,9.5
2017-07-08,404.64,23.9,28.1,1.8,3.6,90.8,14.4,12.53,9.5
2017-07-09,778.08,23.9,28.8,0.3,3.9,89.6,14.4,22.27,8.6
2017-07-10,128.4,23.9,26.4,7.0,7.5,94.5,14.4,4.85,10.0
2017-07-11,451.44,22.7,27.0,1.5,4.8,85.4,14.4,13.08,9.1
2017-07-12,967.68,22.9,30.4,,3.1,77.0,14.4,26.87,0.4
2017-07-13,1039.44,22.4,28.4,,3.7,79.6,14.3,27.08,2.9
2017-07-14,853.68,23.3,29.6,,3.7,82.1,14.3,22.19,6.4
2017-07-15,617.76,24.8,30.1,,4.5,84.4,14.3,16.16,8.4
2017-07-16,824.16,24.9,30.9,,4.9,79.5,14.3,22.34,6.4
2017-07-17,724.08,24.4,30.8,0.5,4.8,78.9,14.3,18.2,9.4
2017-07-18,467.52,23.6,29.5,7.5,3.5,86.0,14.2,15.32,8.0
2017-07-19,841.68,25.3,31.2,,2.8,76.4,14.2,23.28,2.9
2017-07-20,910.56,24.0,29.5,,2.8,84.1,14.2,22.9,1.5
2017-07-21,945.84,24.2,30.8,,3.2,78.9,14.2,24.5,4.3
2017-07-22,880.56,24.4,32.7,,2.6,78.8,14.2,22.37,5.3
2017-07-23,678.24,24.4,30.8,,2.5,82.8,14.1,17.45,8.6
2017-07-24,706.32,24.2,31.1,3.7,1.7,83.1,14.1,18.33,8.3
2017-07-25,287.28,24.0,29.4,1.1,2.5,84.6,14.1,6.99,9.0
2017-07-26,968.4,23.0,30.6,,3.1,63.8,14.1,25.7,2.9
2017-07-27,1044.96,22.0,29.5,,2.8,69.5,14.0,26.38,0.1
2017-07-28,971.04,23.0,29.6,,2.2,68.0,14.0,23.8,4.1
2017-07-29,642.96,24.6,29.2,,2.6,77.3,14.0,14.54,9.0
2017-07-30,834.72,24.2,30.1,,2.2,75.5,14.0,21.33,5.0
2017-07-31,670.56,25.1,30.6,2.7,2.1,80.4,13.9,16.54,7.5
2017-08-01,817.2,24.8,31.5,,2.3,79.6,13.9,21.36,7.4
2017-08-02,689.76,24.3,30.8,,2.6,73.8,13.9,17.59,6.3
2017-08-03,1038.72,23.9,31.8,,3.3,72.0,13.9,26.39,4.5
2017-08-04,1011.84,25.9,34.0,,2.7,68.5,13.8,26.23,0.8
2017-08-05,1007.28,27.3,35.3,,2.7,66.5,13.8,26.07,2.9
2017-08-06,1020.72,27.6,36.2,,2.8,59.1,13.8,26.41,0.4
2017-08-07,742.8,27.3,35.0,0.0,2.5,70.1,13.7,19.65,2.4
2017-08-08,752.4,26.3,34.2,0.0,3.1,64.5,13.7,18.49,5.6
2017-08-09,244.32,25.8,29.1,14.6,1.9,84.3,13.7,7.34,9.9
2017-08-10,599.04,25.9,33.1,,2.0,77.8,13.6,15.31,8.0
2017-08-11,602.4,24.7,30.7,0.0,2.8,71.8,13.6,16.66,5.4
2017-08-12,678.48,23.2,30.7,,2.8,68.0,13.6,13.55,5.1
